County,State,FIPS code,Week: 06/28/2020,Week: 07/05/2020,Week: 07/12/2020,Week: 07/19/2020,Week: 07/26/2020,Week: 08/02/2020,Week: 08/09/2020,Week: 08/16/2020,Week: 08/23/2020,Week: 08/30/2020,Week: 09/13/2020,Week: 09/20/2020
"Magoffin County, Kentucky",Kentucky,21153,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mahaska County, Iowa",Iowa,19123,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mahnomen County, Minnesota",Minnesota,27087,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mahoning County, Ohio",Ohio,39099,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Major County, Oklahoma",Oklahoma,40093,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Malheur County, Oregon",Oregon,41045,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Manatee County, Florida",Florida,12081,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Manistee County, Michigan",Michigan,26101,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Manitowoc County, Wisconsin",Wisconsin,55071,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marathon County, Wisconsin",Wisconsin,55073,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marengo County, Alabama",Alabama,01091,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Maricopa County, Arizona",Arizona,04013,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Maries County, Missouri",Missouri,29125,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marin County, California",California,06041,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States,Supreme Court of the United States
"Marinette County, Wisconsin",Wisconsin,55075,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, Alabama",Alabama,01093,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, Arkansas",Arkansas,05089,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, Florida",Florida,12083,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, Georgia",Georgia,13197,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, Illinois",Illinois,17121,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States
"Marion County, Indiana",Indiana,18097,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, Iowa",Iowa,19125,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States
"Marion County, Kansas",Kansas,20115,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, Kentucky",Kentucky,21155,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, Mississippi",Mississippi,28091,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, Missouri",Missouri,29127,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States
"Marion County, Ohio",Ohio,39101,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, Oregon",Oregon,41047,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, South Carolina",South Carolina,45067,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, Tennessee",Tennessee,47115,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, Texas",Texas,48315,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marion County, West Virginia",West Virginia,54049,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mariposa County, California",California,06043,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marlboro County, South Carolina",South Carolina,45069,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marquette County, Michigan",Michigan,26103,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marquette County, Wisconsin",Wisconsin,55077,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marshall County, Alabama",Alabama,01095,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marshall County, Illinois",Illinois,17123,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marshall County, Indiana",Indiana,18099,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marshall County, Iowa",Iowa,19127,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marshall County, Kansas",Kansas,20117,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marshall County, Kentucky",Kentucky,21157,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marshall County, Minnesota",Minnesota,27089,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marshall County, Mississippi",Mississippi,28093,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marshall County, Oklahoma",Oklahoma,40095,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marshall County, South Dakota",South Dakota,46091,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Health Care,Unemployment,Unemployment,Supreme Court of the United States
"Marshall County, Tennessee",Tennessee,47117,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Marshall County, West Virginia",West Virginia,54051,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Martin County, Florida",Florida,12085,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States,Supreme Court of the United States
"Martin County, Indiana",Indiana,18101,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Martin County, Kentucky",Kentucky,21159,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Martin County, Minnesota",Minnesota,27091,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Martin County, North Carolina",North Carolina,37117,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Martin County, Texas",Texas,48317,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States
"Mason County, Illinois",Illinois,17125,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States
"Mason County, Kentucky",Kentucky,21161,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mason County, Michigan",Michigan,26105,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mason County, Texas",Texas,48319,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Economy,Unemployment,Unemployment,Unemployment,Supreme Court of the United States
"Mason County, Washington",Washington,53045,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mason County, West Virginia",West Virginia,54053,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Massac County, Illinois",Illinois,17127,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Matagorda County, Texas",Texas,48321,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Matanuska-Susitna, Alaska",Alaska,02170,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mathews County, Virginia",Virginia,51115,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States,Supreme Court of the United States
"Maui County, Hawaii",Hawaii,15009,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Maury County, Tennessee",Tennessee,47119,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States
"Maverick County, Texas",Texas,48323,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mayes County, Oklahoma",Oklahoma,40097,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McClain County, Oklahoma",Oklahoma,40087,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States,Supreme Court of the United States
"McCone County, Montana",Montana,30055,Unemployment,Health Care,Health Care,Unemployment,Unemployment,Unemployment,Wages,Health Care,Climate change,First amendment,Social security,Supreme Court of the United States
"McCook County, South Dakota",South Dakota,46087,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Race,Supreme Court of the United States,Unemployment
"McCormick County, South Carolina",South Carolina,45065,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McCracken County, Kentucky",Kentucky,21145,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McCreary County, Kentucky",Kentucky,21147,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McCulloch County, Texas",Texas,48307,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McCurtain County, Oklahoma",Oklahoma,40089,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McDonald County, Missouri",Missouri,29119,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McDonough County, Illinois",Illinois,17109,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Crime
"McDowell County, North Carolina",North Carolina,37111,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McDowell County, West Virginia",West Virginia,54047,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McDuffie County, Georgia",Georgia,13189,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McHenry County, Illinois",Illinois,17111,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States,Supreme Court of the United States
"McHenry County, North Dakota",North Dakota,38049,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McIntosh County, Georgia",Georgia,13191,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McIntosh County, North Dakota",North Dakota,38051,Unemployment,Health Care,Health Care,Abortion,Unemployment,Unemployment,Health Care,Health Care,Economy,Unemployment,Health Care,Crime
"McIntosh County, Oklahoma",Oklahoma,40091,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McKean County, Pennsylvania",Pennsylvania,42083,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McKenzie County, North Dakota",North Dakota,38053,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McKinley County, New Mexico",New Mexico,35031,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McLean County, Illinois",Illinois,17113,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States,Supreme Court of the United States
"McLean County, Kentucky",Kentucky,21149,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McLean County, North Dakota",North Dakota,38055,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States
"McLennan County, Texas",Texas,48309,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McLeod County, Minnesota",Minnesota,27085,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McMinn County, Tennessee",Tennessee,47107,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McMullen County, Texas",Texas,48311,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McNairy County, Tennessee",Tennessee,47109,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McPherson County, Kansas",Kansas,20113,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"McPherson County, Nebraska",Nebraska,31117,,,Economy,Unemployment,Immigration,Immigration,NA,Abortion,Abortion,Health Care,Supreme Court of the United States,Supreme Court of the United States
"McPherson County, South Dakota",South Dakota,46089,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Meade County, Kansas",Kansas,20119,Unemployment,Unemployment,Unemployment,Abortion,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Immigration,Supreme Court of the United States
"Meade County, Kentucky",Kentucky,21163,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Meade County, South Dakota",South Dakota,46093,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Meagher County, Montana",Montana,30059,Unemployment,Unemployment,Unemployment,Unemployment,Wages,Unemployment,Unemployment,Unemployment,Homelessness,Health Care,Supreme Court of the United States,Supreme Court of the United States
"Mecklenburg County, North Carolina",North Carolina,37119,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mecklenburg County, Virginia",Virginia,51117,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mecosta County, Michigan",Michigan,26107,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Medina County, Ohio",Ohio,39103,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Medina County, Texas",Texas,48325,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Meeker County, Minnesota",Minnesota,27093,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Meigs County, Ohio",Ohio,39105,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Meigs County, Tennessee",Tennessee,47121,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mellette County, South Dakota",South Dakota,46095,Unemployment,Unemployment,Health Care,Wages,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States
"Menard County, Illinois",Illinois,17129,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Health Care,Unemployment,Supreme Court of the United States,Supreme Court of the United States
"Menard County, Texas",Texas,48327,First amendment,Unemployment,Criminal justice,Unemployment,Unemployment,Unemployment,Wages,Unemployment,Unemployment,Unemployment,Unemployment,Immigration
"Mendocino County, California",California,06045,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Menifee County, Kentucky",Kentucky,21165,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Menominee County, Michigan",Michigan,26109,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Menominee County, Wisconsin",Wisconsin,55078,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Merced County, California",California,06047,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mercer County, Illinois",Illinois,17131,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States
"Mercer County, Kentucky",Kentucky,21167,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mercer County, Missouri",Missouri,29129,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mercer County, New Jersey",New Jersey,34021,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mercer County, North Dakota",North Dakota,38057,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States
"Mercer County, Ohio",Ohio,39107,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mercer County, Pennsylvania",Pennsylvania,42085,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mercer County, West Virginia",West Virginia,54055,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Meriwether County, Georgia",Georgia,13199,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Merrick County, Nebraska",Nebraska,31121,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Health Care,Supreme Court of the United States,Supreme Court of the United States
"Merrimack County, New Hampshire",New Hampshire,33013,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mesa County, Colorado",Colorado,08077,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Metcalfe County, Kentucky",Kentucky,21169,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Miami County, Indiana",Indiana,18103,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Miami County, Kansas",Kansas,20121,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Miami County, Ohio",Ohio,39109,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Miami-Dade County, Florida",Florida,12086,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Middlesex County, Connecticut",Connecticut,09007,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Middlesex County, Massachusetts",Massachusetts,25017,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Middlesex County, New Jersey",New Jersey,34023,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Middlesex County, Virginia",Virginia,51119,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States,Supreme Court of the United States
"Midland County, Michigan",Michigan,26111,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Midland County, Texas",Texas,48329,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Mifflin County, Pennsylvania",Pennsylvania,42087,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Milam County, Texas",Texas,48331,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Millard County, Utah",Utah,49027,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Supreme Court of the United States
"Mille Lacs County, Minnesota",Minnesota,27095,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
"Miller County, Arkansas",Arkansas,05091,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment,Unemployment
